voting,models,model_count,exact_match_accuracy,mean_label_accuracy,diabetes_accuracy,hypertension_accuracy,obesity_accuracy,diabetes_f1,hypertension_f1,obesity_f1,overall_f1
hard,svm + random_forest + naive_bayes + decision_tree + extra_trees,5,0.676595744680851,0.8624113475177305,0.8297872340425532,0.7574468085106383,1.0,0.5918367346938775,0.17391304347826086,1.0,0.5885832593907128
hard,svm + random_forest + gradient_boosting,3,0.676595744680851,0.8609929078014185,0.8085106382978723,0.774468085106383,1.0,0.5945945945945946,0.0,1.0,0.5315315315315315
hard,knn + svm + gradient_boosting + sgd_classifier,4,0.676595744680851,0.8609929078014185,0.8127659574468085,0.774468085106383,0.9957446808510638,0.5849056603773585,0.0,0.9934640522875817,0.5261232375549801
hard,svm + random_forest + gradient_boosting + sgd_classifier,4,0.676595744680851,0.8609929078014185,0.8127659574468085,0.774468085106383,0.9957446808510638,0.5849056603773585,0.0,0.9934640522875817,0.5261232375549801
hard,svm + random_forest + logistic_regression + gradient_boosting,4,0.676595744680851,0.8609929078014185,0.8085106382978723,0.774468085106383,1.0,0.5945945945945946,0.0,1.0,0.5315315315315315
hard,svm + random_forest + ridge_classifier + gradient_boosting,4,0.676595744680851,0.8609929078014185,0.8085106382978723,0.774468085106383,1.0,0.5945945945945946,0.0,1.0,0.5315315315315315
soft,decision_tree + extra_trees + gradient_boosting + sgd_classifier,4,0.676595744680851,0.8609929078014185,0.8170212765957446,0.7659574468085106,1.0,0.5904761904761905,0.2465753424657534,1.0,0.612350510980648
hard,random_forest + naive_bayes + decision_tree + extra_trees + gradient_boosting,5,0.676595744680851,0.8609929078014185,0.825531914893617,0.7574468085106383,1.0,0.5858585858585859,0.17391304347826086,1.0,0.5865905431122823
hard,knn + svm + random_forest + decision_tree + gradient_boosting + sgd_classifier,6,0.676595744680851,0.8609929078014185,0.8085106382978723,0.7787234042553192,0.9957446808510638,0.5714285714285714,0.07142857142857142,0.9934640522875817,0.5454403983815749
hard,knn + svm + random_forest + naive_bayes + gradient_boosting + sgd_classifier,6,0.676595744680851,0.8609929078014185,0.8170212765957446,0.7702127659574468,0.9957446808510638,0.5981308411214953,0.03571428571428571,0.9934640522875817,0.5424363930411209
soft,random_forest + extra_trees,2,0.676595744680851,0.8595744680851064,0.8212765957446808,0.7574468085106383,1.0,0.5531914893617021,0.24,1.0,0.5977304964539006
hard,knn + svm + gradient_boosting,3,0.676595744680851,0.8595744680851064,0.8085106382978723,0.774468085106383,0.9957446808510638,0.5945945945945946,0.0,0.9934640522875817,0.5293528822940589
hard,knn + svm + logistic_regression + gradient_boosting,4,0.676595744680851,0.8595744680851064,0.8085106382978723,0.774468085106383,0.9957446808510638,0.5945945945945946,0.0,0.9934640522875817,0.5293528822940589
soft,svm + random_forest + extra_trees + sgd_classifier,4,0.676595744680851,0.8595744680851064,0.8212765957446808,0.7574468085106383,1.0,0.6111111111111112,0.14925373134328357,1.0,0.5867882808181316
hard,svm + random_forest + logistic_regression + extra_trees + gradient_boosting,5,0.676595744680851,0.8595744680851064,0.8085106382978723,0.7702127659574468,1.0,0.6086956521739131,0.12903225806451613,1.0,0.5792426367461431
hard,svm + random_forest + ridge_classifier + extra_trees + gradient_boosting,5,0.676595744680851,0.8595744680851064,0.8085106382978723,0.7702127659574468,1.0,0.6086956521739131,0.12903225806451613,1.0,0.5792426367461431
hard,svm + random_forest + logistic_regression + ridge_classifier + extra_trees + gradient_boosting,6,0.676595744680851,0.8595744680851064,0.8085106382978723,0.7702127659574468,1.0,0.6086956521739131,0.12903225806451613,1.0,0.5792426367461431
hard,knn + svm + random_forest + naive_bayes + decision_tree + gradient_boosting + sgd_classifier,7,0.676595744680851,0.8595744680851064,0.8127659574468085,0.7659574468085106,1.0,0.6071428571428571,0.09836065573770492,1.0,0.5685011709601874
hard,knn + svm + random_forest + naive_bayes + logistic_regression + decision_tree + gradient_boosting + sgd_classifier,8,0.676595744680851,0.8595744680851064,0.8127659574468085,0.7659574468085106,1.0,0.6071428571428571,0.09836065573770492,1.0,0.5685011709601874
hard,knn + svm + random_forest + naive_bayes + ridge_classifier + decision_tree + gradient_boosting + sgd_classifier,8,0.676595744680851,0.8595744680851064,0.8127659574468085,0.7659574468085106,1.0,0.6071428571428571,0.09836065573770492,1.0,0.5685011709601874
hard,knn + naive_bayes + logistic_regression + decision_tree + gradient_boosting,5,0.676595744680851,0.8581560283687942,0.8212765957446808,0.7531914893617021,1.0,0.6440677966101694,0.19444444444444445,1.0,0.6128374136848712
hard,svm + random_forest + logistic_regression + gradient_boosting + sgd_classifier,5,0.676595744680851,0.8581560283687942,0.8042553191489362,0.7702127659574468,1.0,0.6290322580645161,0.12903225806451613,1.0,0.5860215053763441
